0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.5661772749724296,0.6872535492672518,0.4563243711684015,0.48989557060802125,0.567655327361146,0.4854369943432896,0.6018729671916037,0.36817362974826473,0.5289664346571541,0.4086176017216343,0.5175022898676382,0.6242952096470619,0.5767261009913142,0.548137938518761,0.6473181657311925,0.7096123872551989,0.5933401819025812,0.7054228048415486,0.44826500153789994,0.5601729929201191,0.7280562954135611,0.6211108740046256,0.5555188257206987,0.6107384234299453,0.54938008232187,0.7241044416514363,0.7444859479515415,1.0,0.7726457792464672,0.7322763050356109,0.5903498486832339,0.6274492603032072,1.0,0.8993614014862834,0.7174069112656989,0.46372268022401997,0.727738350464918,0.5574744824718771,0.6388592380450667,0.6161729435490572,0.6575832938465973,0.7123527106928287,0.6341875261413189,0.5450920456658401,0.515874472828293,0.6184258839479664,0.6469767727367552,0.5194003108185072,0.6360096328194542
0.5661772749724296,0.0,0.6863270035049552,0.4471103495659622,0.4024884444328828,0.6796425029572642,0.45917229788091096,0.44997767964730184,0.3180971865188844,0.48222651343797795,0.3620679753801219,0.6220777030050963,0.28629747918940596,0.5043793905735682,0.454807757149545,0.5720106589377592,0.5270540223094315,0.36184058101287486,0.5495006773124127,0.41954121325217664,0.4633962777037002,0.5492169445705202,0.43391343171181007,0.45095671072906285,0.5402071101365706,0.3709904721158661,0.6286943383918834,0.5697216121346321,1.0,0.6002007645839841,0.8351184835198208,0.4783522645113937,0.38286406456299726,1.0,0.8051788230975672,0.5422154316424835,0.47389891013848784,0.6849605233715599,0.488756430223233,0.5335537293864223,0.41774568717111604,0.6387761627498776,0.651392835025049,0.44117620067283325,0.5826755185266377,0.4211245765565812,0.46461466652815175,0.48144865043755514,0.4674591538067093,0.4665110322819036
0.6872535492672518,0.6863270035049552,0.0,0.4953952957559262,0.4216836641538477,0.5507313266962058,0.5352570144765911,0.5693937845114115,0.678778385757187,0.5525265610244192,0.5048926274414337,0.6086129600304624,0.6107617763785171,0.3125192650329207,0.5303952780558916,0.6471454880663572,0.5745769340085841,0.5776570436026078,0.5639703498998855,0.47926137022752147,0.6178399474932399,0.5618172063827689,0.5188214121399467,0.5173870152604358,0.5925983326178399,0.6180590691230226,0.5884724386772666,0.6569327158166565,1.0,0.621785600307309,0.785182324749498,0.48626107059197665,0.6081472610799799,1.0,0.6649002620629756,0.5923802150202696,0.5431826915325618,0.7335849279876615,0.44429566174005075,0.6425971197148466,0.5842116733008136,0.6750428361069276,0.7451711108891305,0.5788931280561489,0.5780556484616872,0.46232122339147097,0.2620972451923128,0.4623973594479853,0.43882277454757757,0.4917826458926442
0.4563243711684015,0.4471103495659622,0.4953952957559262,0.0,0.3181892408978273,0.5395920067918932,0.40867985430146814,0.4208625317414225,0.45949766330199404,0.44308367842798957,0.30399884340801897,0.3442758574003447,0.4400432856029759,0.3876797084616568,0.27870489154069755,0.546163624482288,0.28652777498417603,0.40546374835603216,0.5822757141464043,0.3618179211270147,0.26490431818844984,0.4832665721581777,0.233934643705632,0.43986139951471304,0.4591547062611574,0.49773548731092687,0.5763597023314075,0.589626765362699,1.0,0.5826932221474708,0.709791080823877,0.411680546435389,0.46717447973033943,1.0,0.7690004277090386,0.5695626083924719,0.390222745315269,0.6037754841639114,0.36945661075513736,0.485099435466926,0.44479621520262425,0.5842478349088902,0.6784503558969507,0.5066598258962556,0.38103574716282873,0.39067127708698646,0.30446436313350733,0.45417526670885233,0.36702943246323283,0.47857749728851695
0.48989557060802125,0.4024884444328828,0.4216836641538477,0.3181892408978273,0.0,0.4916592294884542,0.27674500581457884,0.3524137652407827,0.3887879618330492,0.37502423206042346,0.31547054399675956,0.44700153023422085,0.41125024488259665,0.30498041779811524,0.23643296387091584,0.3636553227063879,0.299125139120044,0.35031801040549027,0.34536030190872813,0.24454881802205142,0.38981235120303204,0.32337885887202433,0.23357681344176406,0.33221776766616407,0.37170820647395963,0.4169583015847891,0.3087884032145941,0.35335246560023437,1.0,0.37159817588080213,0.6114417262993254,0.3601170351487538,0.39618051418540046,1.0,0.6512521794090291,0.3012037398478906,0.26972859372073565,0.6113994532226295,0.2895125682451236,0.4610381279535116,0.346868634161001,0.4572153815232284,0.5478113246775775,0.29944605079448694,0.4603919782654433,0.29603608413861326,0.24312176498421711,0.2664067059878249,0.2985144382737468,0.24929471580256912
0.567655327361146,0.6796425029572642,0.5507313266962058,0.5395920067918932,0.4916592294884542,0.0,0.4778612911245794,0.6460133826870779,0.5546850538916237,0.4543500871907006,0.4836819130004444,0.5824964433851872,0.5938441300313635,0.593184627379137,0.4662276569158458,0.6586714400653836,0.5873776291225015,0.6671279537505014,0.6261660086781518,0.30158961113364935,0.2934184662513265,0.5944431358198448,0.5253273300657688,0.5141862711837866,0.5435432819144137,0.5074411105162729,0.6186687551485276,0.6875687408335626,1.0,0.69163674445417,0.7805365599520839,0.5768560250340357,0.6979562349347945,1.0,0.788913600426571,0.6743303600002206,0.5505460066778631,0.7362661802865922,0.4041277651089926,0.7228026018134583,0.6715330258374296,0.7031955141832884,0.7265703137576756,0.6771797851371497,0.48555842431234486,0.37381073257729414,0.4748184248000983,0.5844795092801092,0.36847130479975343,0.5936644366520258
0.4854369943432896,0.45917229788091096,0.5352570144765911,0.40867985430146814,0.27674500581457884,0.4778612911245794,0.0,0.4261769823234933,0.46794399539011544,0.32596237158027663,0.31870426687594133,0.5653162984736324,0.40405801406240505,0.37403308399748947,0.22008471662947948,0.36835118337569484,0.40643971506582044,0.43546316413257846,0.3583582903840534,0.31631309596651624,0.3975920436752659,0.3918415932092152,0.3382583392116335,0.3917794041989767,0.3272710952676482,0.4507699390492328,0.43630665219548304,0.2952683818095899,1.0,0.44816925621984527,0.7000952370264985,0.45814431896258956,0.5138015470201717,1.0,0.7037968459038854,0.43294202992586106,0.2166595309679289,0.593687480734346,0.29204211288767246,0.5210400940873814,0.3623292722645277,0.4859995063589162,0.5728200361200659,0.4563233435239047,0.4754671957679004,0.3300163783723018,0.37811064357534785,0.40744267922678024,0.25879976409268646,0.41533824587175605
0.6018729671916037,0.44997767964730184,0.5693937845114115,0.4208625317414225,0.3524137652407827,0.6460133826870779,0.4261769823234933,0.0,0.4530003643756214,0.42473874689130464,0.47329367917529874,0.6501634172805005,0.48374768113575484,0.23482482720210673,0.3401492341723168,0.5626143538343967,0.4448315435411132,0.18384968136792534,0.41560504805842136,0.24676762451582612,0.5144868031809844,0.39275798904826953,0.3000924505472713,0.3281888427730797,0.45955334695908245,0.33853132696098576,0.5801284892516146,0.49955938963156665,1.0,0.3467903182311409,0.7060974882252294,0.2816276951782448,0.22502092478354874,1.0,0.7519045998523997,0.4482930673098401,0.31316304183787125,0.3331778898626372,0.33627289000502003,0.5393189605113965,0.3215013273922612,0.5724556969280816,0.5535715976582807,0.3478654635420727,0.37465199122925863,0.2856564707309337,0.3678560791430735,0.26051993026930265,0.37921049832699083,0.2883162719552974
0.36817362974826473,0.3180971865188844,0.678778385757187,0.45949766330199404,0.3887879618330492,0.5546850538916237,0.46794399539011544,0.4530003643756214,0.0,0.3276341157799083,0.42063797760925914,0.5495944945391371,0.5475514325986877,0.5387765646743504,0.4345562929556023,0.5967326668773099,0.5390887781708738,0.35440870137232383,0.5716031136791684,0.3464733260804247,0.4606980820958414,0.5238430665907036,0.45925889410398146,0.4156163837658704,0.559763124022669,0.3846406202599517,0.599801655587283,0.5802596606522455,1.0,0.5848630541909845,0.7867694130280107,0.4501339681558798,0.36001095574702646,1.0,0.8300419096477141,0.5462818236018567,0.39948806244785484,0.7483286254196635,0.3696563174175824,0.6003462060102251,0.454629034283913,0.6621105939821117,0.6685545378585095,0.45053819328977274,0.5035765278282841,0.3430136704444414,0.45396636257474376,0.46006083528763764,0.3347255637962784,0.46220111975582445
0.5289664346571541,0.48222651343797795,0.5525265610244192,0.44308367842798957,0.37502423206042346,0.4543500871907006,0.32596237158027663,0.42473874689130464,0.3276341157799083,0.0,0.468978406003312,0.5595280971610553,0.6180936892685034,0.49440612337289047,0.32012983072264967,0.6524852672145551,0.529370722908602,0.3815601032926218,0.6120404702292863,0.31957569344981085,0.4122385829560058,0.5105467125451315,0.4865565574265569,0.38953243718051367,0.5514860904690866,0.4508309153561919,0.5864163911765601,0.49203101193283316,1.0,0.5188692878697136,0.7994239819552504,0.4591630044229402,0.40765213020732816,1.0,0.7795161921029956,0.5014193239035519,0.35351191610867316,0.668955558247021,0.13534777368964923,0.6896897847490164,0.4878823854208093,0.6791950355685494,0.6828131720033324,0.49947923479764966,0.290442504668066,0.23542719933038425,0.38419353534784983,0.4988170185148264,0.040704579588975776,0.49829333747257365
